category,price,link,other_colors,height,depth,width,materials,cost
Chairs,85,https://www.ikea.com/sa/en/p/antilop-highchair-with-safety-belt-white-silver-colour-s89041709/,No,90,59,56,plastic,68
Chairs,195,https://www.ikea.com/sa/en/p/agam-junior-chair-white-90253535/,No,79,43,41,wood,154.05
Chairs,180,https://www.ikea.com/sa/en/p/janinge-chair-yellow-60246080/,No,76,46,50,plastic,135
Chairs,145,https://www.ikea.com/sa/en/p/lerhamn-chair-black-brown-vittaryd-beige-70264281/,No,85,49,42,plastic,105.85
Chairs,177,https://www.ikea.com/sa/en/p/frekvens-bar-stool-with-backrest-in-outdoor-black-50420329/,No,104,53,43,steel,130.98
Chairs,395,https://www.ikea.com/sa/en/p/ingolf-bar-stool-with-backrest-white-00121766/,No,102,45,40,wood,296.25
Chairs,1220,https://www.ikea.com/sa/en/p/havsten-armchair-in-outdoor-beige-s39251926/,No,90,94,98,plastic,890.6
Chairs,84,https://www.ikea.com/sa/en/p/raskog-stool-black-60351900/,No,45,44,44,steel,65.52
Chairs,84,https://www.ikea.com/sa/en/p/raskog-stool-beige-80308393/,No,45,44,44,steel,63
Chairs,95,https://www.ikea.com/sa/en/p/broringe-underframe-white-90339902/,No,45,50,52,steel,72.2
Chairs,125,https://www.ikea.com/sa/en/p/nominell-pair-of-armrests-black-90200269/,No,29,28,23,steel,88.75
Chairs,110,https://www.ikea.com/sa/en/p/langur-seat-shell-for-highchair-white-10330811/,No,40,37,35,plastic,82.5
Chairs,275,https://www.ikea.com/sa/en/p/leifarne-chair-with-armrests-dark-yellow-dietmar-chrome-plated-s19304209/,No,87,50,53,plastic,214.5
Chairs,149,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-white-white-90404879/,No,103,44,52,steel,105.79
Chairs,695,https://www.ikea.com/sa/en/p/vedbo-chair-with-armrests-black-gunnared-dark-grey-80403154/,No,84,61,65,plastic,535.15
Chairs,445,https://www.ikea.com/sa/en/p/ingatorp-chair-with-armrests-white-nordvalla-beige-90246291/,Yes,99,63,57,wood,311.5
Chairs,400,https://www.ikea.com/sa/en/p/langur-junior-highchair-with-tray-white-s49252553/,No,87,61,56,plastic,304
Chairs,220,https://www.ikea.com/sa/en/p/ingolf-junior-chair-antique-stain-60353838/,No,77,45,41,wood,154
Chairs,145,https://www.ikea.com/sa/en/p/maesterby-step-stool-beige-40332074/,No,50,40,43,plastic,116
Chairs,995,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,No,86,83,92,steel,736.3
Chairs,595,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,No,84,36,38,plastic,422.45
Chairs,327,https://www.ikea.com/sa/en/p/veberoed-bench-natural-50343331/,No,53,45,88,plastic,235.44
Chairs,220,https://www.ikea.com/sa/en/p/stoljan-conference-chair-white-black-s89907452/,Yes,81,51,45,steel,158.4
Chairs,35,https://www.ikea.com/sa/en/p/langur-padded-seat-cover-for-junior-chair-grey-50346985/,No,36,60,56,plastic,27.3
Chairs,795,https://www.ikea.com/sa/en/p/ekeroe-armchair-kimstad-laglig-black-60262881/,No,75,73,70,steel,596.25
Chairs,1210,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-black-brown-robust-glose-eggshell-s19900864/,Yes,95,94,68,steel,955.9
Chairs,2500,https://www.ikea.com/sa/en/p/lidhult-chaise-longue-lejde-grey-black-s99266128/,Yes,102,160,138,steel,2000
Chairs,295,https://www.ikea.com/sa/en/p/henriksdal-chair-with-long-cover-brown-blekinge-white-s09220842/,Yes,97,58,51,plastic,206.5
Chairs,1395,https://www.ikea.com/sa/en/p/landskrona-armchair-gunnared-light-green-metal-s29269724/,Yes,78,89,89,steel,976.5
Chairs,1210,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-birch-veneer-robust-glose-dark-brown-s49861007/,Yes,95,94,68,steel,871.2
Chairs,95,https://www.ikea.com/sa/en/p/broringe-underframe-black-30339900/,No,45,50,52,steel,72.2
Chairs,3032,https://www.ikea.com/sa/en/p/lidhult-chaise-longue-grann-bomstad-dark-brown-s79266148/,No,102,160,138,steel,2425.6
Chairs,1300,https://www.ikea.com/sa/en/p/kivik-chaise-longue-skiftebo-dark-grey-s79305512/,Yes,83,163,90,steel,923
Chairs,395,https://www.ikea.com/sa/en/p/yngvar-chair-anthracite-80417636/,No,71,51,53,steel,296.25
Chairs,275,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,101,47,40,wood,211.75
Chairs,89,https://www.ikea.com/sa/en/p/trogen-childrens-step-stool-yellow-80371520/,No,33,38,40,wood,68.53
Chairs,139,https://www.ikea.com/sa/en/p/flisat-childrens-bench-adjustable-80290779/,No,45,38,55,wood,108.42
Chairs,175,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,No,63,44,44,steel,133
Chairs,99,https://www.ikea.com/sa/en/p/nisse-folding-chair-high-gloss-white-chrome-plated-10115067/,No,76,47,45,steel,76.23
Chairs,345,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-brown-orrsta-light-grey-00400550/,No,114,52,43,wood,276
Chairs,225,https://www.ikea.com/sa/en/p/ekedalen-chair-brown-orrsta-light-grey-80341019/,No,95,51,43,wood,168.75
Chairs,385,https://www.ikea.com/sa/en/p/stuva-foelja-storage-bench-white-s29180524/,No,50,50,90,wood,296.45
Chairs,134,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-frame-birch-veneer-80418056/,No,68,56,47,plastic,97.82
Chairs,145,https://www.ikea.com/sa/en/p/norraker-stool-birch-00428974/,No,45,29,45,wood,101.5
Chairs,295,https://www.ikea.com/sa/en/p/gamleby-chair-light-antique-stain-grey-60247051/,No,85,50,42,wood,233.05
Chairs,1740,https://www.ikea.com/sa/en/p/norsborg-chaise-longue-finnsta-dark-grey-birch-s29125410/,Yes,85,157,110,steel,1218
Chairs,395,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-frame-dark-brown-40426138/,No,102,51,40,wood,276.5
Chairs,345,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,114,52,43,wood,262.2
Chairs,445,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,Yes,100,52,50,plastic,347.1
Chairs,1196,https://www.ikea.com/sa/en/p/faerloev-armchair-flodafors-white-s49191705/,Yes,88,101,93,steel,908.96
Chairs,745,https://www.ikea.com/sa/en/p/bernhard-chair-chrome-plated-mjuk-golden-brown-50404824/,No,77,50,49,plastic,596
Chairs,595,https://www.ikea.com/sa/en/p/vedbo-chair-black-gunnared-dark-grey-60403150/,No,83,57,49,wood,452.2
Chairs,1195,https://www.ikea.com/sa/en/p/groenlid-armchair-kimstad-dark-brown-00399033/,No,90,84,87,steel,956
Chairs,2700,https://www.ikea.com/sa/en/p/delaktig-chaise-longue-with-armrest-gunnared-light-brown-pink-s09289327/,Yes,45,84,149,steel,2160
Chairs,150,https://www.ikea.com/sa/en/p/hattefjaell-pair-of-armrests-black-00429426/,Yes,64,23,4,plastic,105
Chairs,2600,https://www.ikea.com/sa/en/p/kivik-chaise-longue-grann-bomstad-black-10198604/,No,83,163,90,steel,2054
Chairs,95,https://www.ikea.com/sa/en/p/broringe-underframe-chrome-plated-10288628/,No,45,50,52,steel,68.4
Chairs,545,https://www.ikea.com/sa/en/p/gruvbyn-chair-brown-nordvalla-dark-beige-10471085/,No,107,59,51,wood,397.85
Chairs,275,https://www.ikea.com/sa/en/p/svenbertil-chair-with-armrests-white-dietmar-chrome-plated-s19197704/,Yes,84,50,53,plastic,211.75
Chairs,745,https://www.ikea.com/sa/en/p/bernhard-chair-chrome-plated-kavat-mjuk-white-20153068/,No,77,50,49,plastic,521.5
Chairs,375,https://www.ikea.com/sa/en/p/blames-highchair-with-tray-black-50165079/,No,93,53,52,plastic,273.75
Chairs,345,https://www.ikea.com/sa/en/p/tobias-chair-blue-chrome-plated-60334722/,No,82,56,55,plastic,248.4
Chairs,175,https://www.ikea.com/sa/en/p/volfgang-stool-chrome-plated-gunnared-dark-grey-70465538/,No,85,43,53,steel,134.75
Chairs,225,https://www.ikea.com/sa/en/p/janinge-chair-with-armrests-white-80280515/,No,76,46,54,plastic,180
Chairs,545,https://www.ikea.com/sa/en/p/gruvbyn-chair-brown-nordvalla-dark-grey-90471086/,No,107,59,51,wood,430.55
Chairs,375,https://www.ikea.com/sa/en/p/volfgang-chair-chrome-plated-bomstad-black-90402352/,No,90,53,50,steel,266.25
Chairs,225,https://www.ikea.com/sa/en/p/urban-junior-chair-white-00165213/,No,79,48,45,plastic,180
Chairs,395,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,No,103,47,46,wood,312.05
Chairs,375,https://www.ikea.com/sa/en/p/volfgang-chair-chrome-plated-gunnared-medium-grey-80404672/,No,90,53,50,steel,281.25
Chairs,345,https://www.ikea.com/sa/en/p/langur-junior-highchair-white-s09252593/,No,87,61,56,wood,251.85
Chairs,595,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,No,84,36,38,wood,416.5
Chairs,225,https://www.ikea.com/sa/en/p/janinge-chair-white-00246078/,No,76,46,50,wood,159.75
Chairs,745,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,No,90,50,48,steel,558.75
Chairs,235,https://www.ikea.com/sa/en/p/langur-junior-chair-white-s19252615/,No,82,61,56,wood,183.3
Chairs,325,https://www.ikea.com/sa/en/p/norrnaes-chair-white-isunda-grey-50185303/,Yes,95,53,42,wood,227.5
Chairs,275,https://www.ikea.com/sa/en/p/ingolf-junior-chair-white-90146456/,No,77,45,41,wood,195.25
Chairs,399,https://www.ikea.com/sa/en/p/yngvar-chair-red-00417635/,No,71,51,53,steel,311.22
Chairs,745,https://www.ikea.com/sa/en/p/bernhard-chair-chrome-plated-kavat-mjuk-dark-brown-20163802/,No,77,50,49,steel,521.5
Chairs,145,https://www.ikea.com/sa/en/p/maesterby-step-stool-brown-red-50402325/,No,50,40,43,plastic,116
Chairs,210,https://www.ikea.com/sa/en/p/balsberget-chair-frame-swivel-white-80308675/,No,38,69,69,plastic,151.2
Chairs,145,https://www.ikea.com/sa/en/p/ernfrid-underframe-birch-silver-colour-00287974/,No,46,51,48,plastic,110.2
Chairs,595,https://www.ikea.com/sa/en/p/henriksdal-chair-dark-brown-glose-black-00380948/,No,97,58,51,steel,464.1
Chairs,995,https://www.ikea.com/sa/en/p/poaeng-armchair-birch-veneer-robust-glose-eggshell-s19830588/,Yes,100,82,68,steel,776.1
Chairs,175,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,63,44,44,steel,131.25
Chairs,435,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,No,102,51,40,wood,339.3
Chairs,2200,https://www.ikea.com/sa/en/p/groenlid-chaise-longue-kimstad-dark-brown-s39256599/,No,104,164,117,steel,1540
Chairs,175,https://www.ikea.com/sa/en/p/dietmar-underframe-for-chair-with-armrests-white-50393000/,No,65,50,53,steel,136.5
Chairs,995,https://www.ikea.com/sa/en/p/poaeng-armchair-black-brown-robust-glose-dark-brown-s59829125/,Yes,100,82,68,steel,796
Chairs,175,https://www.ikea.com/sa/en/p/dietmar-underframe-for-chair-with-armrests-chrome-plated-70288630/,No,65,50,53,steel,136.5
Tables & desks,475,https://www.ikea.com/sa/en/p/malm-desk-white-60214159/,Yes,73,65,140,wood,370.5
Tables & desks,80,https://www.ikea.com/sa/en/p/skadis-pegboard-combination-white-s19216694/,No,56,12,36,plastic,64
Tables & desks,276,https://www.ikea.com/sa/en/p/micke-desk-white-80213074/,Yes,75,50,105,wood,204.24
Tables & desks,375,https://www.ikea.com/sa/en/p/malm-dressing-table-white-10203610/,Yes,78,41,120,wood,262.5
Tables & desks,175,https://www.ikea.com/sa/en/p/micke-desk-white-30213076/,Yes,75,50,73,plastic,133
Tables & desks,39,https://www.ikea.com/sa/en/p/knarrevik-bedside-table-black-30381183/,No,45,28,37,steel,29.64
Tables & desks,159,https://www.ikea.com/sa/en/p/vittsjoe-laptop-table-black-brown-glass-80221352/,No,74,36,100,steel,116.07
Tables & desks,129,https://www.ikea.com/sa/en/p/vittsjoe-laptop-stand-black-brown-glass-00250249/,No,65,55,35,steel,98.04
Tables & desks,450,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,Yes,147,159,77,wood,346.5
Tables & desks,625,https://www.ikea.com/sa/en/p/lillasen-desk-bamboo-90278277/,No,74,32,49,wood,443.75
Tables & desks,395,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,Yes,75,50,142,wood,284.4
Tables & desks,295,https://www.ikea.com/sa/en/p/fjaellbo-laptop-table-black-30339735/,No,75,36,100,wood,215.35
Tables & desks,545,https://www.ikea.com/sa/en/p/lommarp-desk-light-beige-90442824/,Yes,90,54,90,wood,381.5
Tables & desks,451,https://www.ikea.com/sa/en/p/micke-desk-white-s09903014/,Yes,140,50,105,wood,320.21
Tables & desks,95,https://www.ikea.com/sa/en/p/smagoera-shelf-unit-white-30465489/,No,88,25,29,wood,75.05
Tables & desks,200,https://www.ikea.com/sa/en/p/alex-add-on-unit-white-20260718/,No,10,27,120,wood,160
Tables & desks,595,https://www.ikea.com/sa/en/p/hemnes-dressing-table-with-mirror-white-30374413/,No,159,50,100,wood,470.05
Tables & desks,795,https://www.ikea.com/sa/en/p/alex-desk-blue-90409607/,Yes,76,60,131,plastic,564.45
Tables & desks,175,https://www.ikea.com/sa/en/p/stuva-bench-white-30128629/,No,50,50,90,plastic,127.75
Tables & desks,89,https://www.ikea.com/sa/en/p/kullen-chest-of-2-drawers-black-brown-60322130/,No,49,40,35,wood,62.3
Tables & desks,795,https://www.ikea.com/sa/en/p/hemnes-desk-with-2-drawers-white-stain-90363223/,Yes,75,47,120,wood,628.05
Tables & desks,125,https://www.ikea.com/sa/en/p/pahl-desk-top-shelf-white-green-60306494/,No,60,17,64,plastic,91.25
Tables & desks,645,https://www.ikea.com/sa/en/p/malm-desk-with-pull-out-panel-black-brown-60214183/,Yes,73,65,151,wood,503.1
Tables & desks,155,https://www.ikea.com/sa/en/p/brimnes-bedside-table-white-10234942/,No,53,41,39,wood,120.9
Tables & desks,225,https://www.ikea.com/sa/en/p/hemnes-bedside-table-white-00374297/,Yes,70,35,46,wood,175.5
Tables & desks,245,https://www.ikea.com/sa/en/p/nordkisa-bedside-table-bamboo-60447677/,No,67,40,40,wood,178.85
Tables & desks,345,https://www.ikea.com/sa/en/p/brimnes-dressing-table-white-70290459/,No,77,42,70,wood,248.4
Tables & desks,10,https://www.ikea.com/sa/en/p/isberget-tablet-stand-white-20302596/,Yes,9,25,25,plastic,7.2
Tables & desks,225,https://www.ikea.com/sa/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/,No,43,60,74,wood,180
Tables & desks,295,https://www.ikea.com/sa/en/p/brusali-desk-brown-30302299/,No,73,52,90,wood,227.15
Tables & desks,295,https://www.ikea.com/sa/en/p/nikkeby-chest-of-2-drawers-grey-green-30439457/,No,70,49,46,wood,218.3
Tables & desks,750,https://www.ikea.com/sa/en/p/tyssedal-dressing-table-white-20359984/,No,86,51,120,wood,555
Tables & desks,175,https://www.ikea.com/sa/en/p/trysil-bedside-table-white-light-grey-30236025/,No,53,40,45,wood,122.5
Tables & desks,325,https://www.ikea.com/sa/en/p/brusali-corner-desk-brown-50304990/,No,73,73,120,wood,253.5
Tables & desks,100,https://www.ikea.com/sa/en/p/pahl-add-on-unit-white-green-30306495/,Yes,39,17,64,plastic,74
Tables & desks,476,https://www.ikea.com/sa/en/p/nordkisa-dressing-table-bamboo-20439472/,No,79,47,76,wood,333.2
Tables & desks,745,https://www.ikea.com/sa/en/p/kornsjoe-cabinet-with-mirror-black-10455410/,No,187,47,70,wood,581.1
Tables & desks,15,https://www.ikea.com/sa/en/p/braeda-laptop-support-black-60150176/,Yes,9,31,42,plastic,10.5
Tables & desks,195,https://www.ikea.com/sa/en/p/kornsjoe-side-table-black-70455412/,No,63,35,50,plastic,144.3
Tables & desks,175,https://www.ikea.com/sa/en/p/askvoll-chest-of-2-drawers-white-stained-oak-effect-white-20270816/,No,48,41,41,wood,133
Tables & desks,345,https://www.ikea.com/sa/en/p/alex-drawer-unit-blue-40410340/,Yes,70,58,36,wood,269.1
Tables & desks,695,https://www.ikea.com/sa/en/p/kullaberg-desk-pine-black-s69162599/,No,75,70,110,wood,507.35
Tables & desks,87,https://www.ikea.com/sa/en/p/vilto-storage-stool-birch-40344449/,No,45,30,48,wood,60.9
Tables & desks,165,https://www.ikea.com/sa/en/p/malm-chest-of-2-drawers-white-80214549/,Yes,55,48,40,wood,117.15
Tables & desks,69,https://www.ikea.com/sa/en/p/byllan-laptop-support-ebbarp-black-white-70403512/,Yes,8,38,51,plastic,53.13
Tables & desks,99,https://www.ikea.com/sa/en/p/viggja-tray-stand-white-70351481/,No,74,50,37,plastic,73.26
Tables & desks,620,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-s09184448/,No,176,35,86,wood,483.6
Tables & desks,925,https://www.ikea.com/sa/en/p/tyssedal-dressing-table-with-mirror-white-s69261882/,No,144,51,120,wood,647.5
Tables & desks,45,https://www.ikea.com/sa/en/p/lerberg-trestle-grey-80130776/,Yes,70,39,60,wood,32.85
Tables & desks,895,https://www.ikea.com/sa/en/p/besta-burs-desk-high-gloss-white-70245339/,No,74,40,120,wood,635.45
Tables & desks,595,https://www.ikea.com/sa/en/p/syvde-dressing-table-white-80430746/,No,78,48,100,wood,470.05
Tables & desks,595,https://www.ikea.com/sa/en/p/arkelstorp-window-table-black-90278588/,Yes,75,40,80,wood,440.3
Tables & desks,59,https://www.ikea.com/sa/en/p/oensklig-stor-baskets-changing-tbl-set-of-4-white-30199283/,No,26,23,27,wood,44.25
Tables & desks,155,https://www.ikea.com/sa/en/p/songesand-bedside-table-brown-70367444/,No,55,40,42,wood,108.5
Tables & desks,745,https://www.ikea.com/sa/en/p/lisabo-desk-ash-veneer-30299070/,No,74,45,118,wood,596
Tables & desks,159,https://www.ikea.com/sa/en/p/setskog-bedside-table-white-40320349/,No,65,35,45,steel,120.84
Tables & desks,556,https://www.ikea.com/sa/en/p/knotten-standing-desk-white-birch-30299485/,No,105,48,62,wood,394.76
Tables & desks,1389,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s29286931/,Yes,101,45,61,plastic,1027.86
Tables & desks,325,https://www.ikea.com/sa/en/p/tyssedal-bedside-table-white-70299959/,No,59,40,51,wood,260
Tables & desks,175,https://www.ikea.com/sa/en/p/micke-add-on-unit-high-white-90180025/,Yes,65,16,105,wood,124.25
Tables & desks,75,https://www.ikea.com/sa/en/p/oddvald-trestle-black-10118971/,No,70,70,42,plastic,57.75
Tables & desks,1196,https://www.ikea.com/sa/en/p/hemnes-desk-black-brown-60245721/,Yes,74,65,155,wood,908.96
Tables & desks,295,https://www.ikea.com/sa/en/p/slaekt-storage-box-with-castors-80362974/,No,35,53,62,wood,209.45
Tables & desks,95,https://www.ikea.com/sa/en/p/tranaroe-stool-side-table-in-outdoor-red-10411421/,No,43,41,56,plastic,70.3
Tables & desks,25,https://www.ikea.com/sa/en/p/godvin-leg-white-50200271/,No,70,3,4,plastic,19
Tables & desks,80,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-red-s99286254/,Yes,35,25,35,plastic,60
Tables & desks,370,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-1-shlf-ut-white-s99323614/,No,91,40,60,wood,262.7
Tables & desks,275,https://www.ikea.com/sa/en/p/alex-storage-unit-white-60192826/,No,70,58,36,wood,192.5
Tables & desks,275,https://www.ikea.com/sa/en/p/smagoera-changing-table-bookshelf-white-50460886/,No,91,40,60,wood,217.25
Tables & desks,395,https://www.ikea.com/sa/en/p/bjoerksnaes-bedside-table-birch-70407360/,No,8,38,48,wood,284.4
Tables & desks,905,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s79282426/,Yes,61,45,41,steel,714.95
Tables & desks,375,https://www.ikea.com/sa/en/p/hemnes-chest-of-2-drawers-white-50374271/,Yes,66,38,54,wood,270
Tables & desks,1495,https://www.ikea.com/sa/en/p/bekant-shelving-unit-black-10373495/,Yes,134,45,121,steel,1166.1
Tables & desks,345,https://www.ikea.com/sa/en/p/klimpen-table-leg-with-storage-grey-light-grey-10353765/,Yes,70,33,58,wood,272.55
Tables & desks,395,https://www.ikea.com/sa/en/p/tyssedal-storage-stool-white-70359986/,No,45,42,70,wood,312.05
Tables & desks,939,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s89286513/,Yes,61,45,41,wood,732.42
Tables & desks,200,https://www.ikea.com/sa/en/p/klimpen-add-on-unit-grey-light-grey-00353761/,Yes,23,23,58,wood,140
Tables & desks,945,https://www.ikea.com/sa/en/p/arkelstorp-desk-black-60261037/,No,74,70,140,wood,746.55
Tables & desks,810,https://www.ikea.com/sa/en/p/stuva-fritids-changing-table-with-drawers-white-white-s69253146/,Yes,102,79,90,wood,639.9
Tables & desks,695,https://www.ikea.com/sa/en/p/ingatorp-desk-white-00361940/,Yes,74,50,73,wood,535.15
Tables & desks,395,https://www.ikea.com/sa/en/p/vikhammer-bedside-table-black-90388978/,No,7,39,60,wood,304.15
Tables & desks,545,https://www.ikea.com/sa/en/p/stuva-changing-table-desk-white-20225334/,No,102,79,90,wood,408.75
Tables & desks,1255,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-white-s09282547/,Yes,101,45,61,steel,978.9
Tables & desks,755,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-blue-s49133616/,Yes,147,159,147,wood,551.15
Tables & desks,1840,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s49320774/,No,176,35,233,wood,1288
Tables & desks,1039,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s79286820/,Yes,101,45,41,wood,748.08
Tables & desks,94,https://www.ikea.com/sa/en/p/eket-wall-mounted-shelving-unit-white-s49285817/,Yes,35,35,35,wood,69.56
Tables & desks,425,https://www.ikea.com/sa/en/p/nordli-bedside-table-white-40219285/,No,67,50,30,wood,318.75
Tables & desks,1294,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s99282538/,Yes,101,45,61,steel,957.56
Tables & desks,465,https://www.ikea.com/sa/en/p/smagoera-changing-tbl-bookshelf-w-2-shlf-ut-white-s09323623/,No,91,40,60,wood,372
Tables & desks,1795,https://www.ikea.com/sa/en/p/skogstorp-dining-table-oak-white-40426275/,No,78,75,155,wood,1256.5
Tables & desks,844,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s69282399/,Yes,61,45,41,steel,590.8
Tables & desks,1105,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-castors-mesh-black-s29282532/,Yes,101,45,41,steel,817.7
Tables & desks,795,https://www.ikea.com/sa/en/p/gulliver-changing-table-white-20307037/,No,93,54,82,wood,564.45
Tables & desks,825,https://www.ikea.com/sa/en/p/stuva-foelja-changing-table-with-4-drawers-white-s39180830/,No,102,79,90,wood,651.75
Tables & desks,660,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-s29221765/,No,176,35,86,wood,501.6
Tables & desks,1350,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s59286963/,Yes,101,45,61,steel,972
Tables & desks,495,https://www.ikea.com/sa/en/p/klimpen-drawer-unit-grey-light-grey-60353763/,No,70,58,33,wood,356.4
Tables & desks,1044,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s69282525/,Yes,101,45,41,steel,772.56
Tables & desks,1830,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s79320758/,No,176,35,213,wood,1335.9
Tables & desks,1000,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s89286805/,Yes,61,45,41,steel,780
Tables & desks,1245,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s79320744/,No,176,35,150,wood,908.85
Tables & desks,1100,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s39286898/,Yes,101,45,41,steel,869
Wardrobes,345,https://www.ikea.com/sa/en/p/rakkestad-wardrobe-with-2-doors-black-brown-50453758/,No,176,55,79,wood,265.65
Wardrobes,840,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s29385672/,Yes,201,58,150,steel,596.4
Wardrobes,495,https://www.ikea.com/sa/en/p/smagoera-wardrobe-white-10460888/,No,187,50,80,wood,381.15
Wardrobes,1195,https://www.ikea.com/sa/en/p/pax-forsand-vikedal-wardrobe-combination-black-brown-mirror-glass-s19329304/,Yes,201,60,150,wood,908.2
Wardrobes,1259,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-2-doors-3-drawers-white-fonnes-white-s59336270/,No,181,42,160,steel,956.84
Wardrobes,892,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-3-doors-white-fonnes-white-s19323929/,No,161,42,140,wood,713.6
Wardrobes,449,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,No,176,55,117,wood,314.3
Wardrobes,645,https://www.ikea.com/sa/en/p/brimnes-wardrobe-with-3-doors-white-40407922/,No,190,50,117,wood,483.75
Wardrobes,349,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-2-doors-white-80437234/,No,176,55,79,plastic,272.22
Wardrobes,2740,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-7-doors-3-drawers-white-sannidal-ridabu-s69304909/,No,221,57,240,steel,2027.6
Wardrobes,49,https://www.ikea.com/sa/en/p/vuku-wardrobe-white-80331973/,No,149,51,74,plastic,37.24
Wardrobes,1510,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-white-s49246468/,Yes,201,60,150,wood,1177.8
Wardrobes,475,https://www.ikea.com/sa/en/p/brimnes-wardrobe-with-2-doors-white-40400478/,No,190,50,78,wood,380
Wardrobes,1280,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s69128567/,Yes,201,58,175,wood,934.4
Wardrobes,2805,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-frosted-glass-s79128821/,Yes,201,60,200,steel,2019.6
Wardrobes,425,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s39252756/,Yes,128,50,60,plastic,314.5
Wardrobes,395,https://www.ikea.com/sa/en/p/godishus-wardrobe-white-50422494/,No,178,51,60,wood,296.25
Wardrobes,1590,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hasvik-white-s79180593/,Yes,236,66,200,steel,1176.6
Wardrobes,2770,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s29128357/,Yes,201,58,300,steel,2105.2
Wardrobes,795,https://www.ikea.com/sa/en/p/songesand-wardrobe-brown-60375133/,No,191,60,120,plastic,588.3
Wardrobes,1870,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s79305734/,No,236,44,150,wood,1383.8
Wardrobes,1060,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-white-s49025589/,Yes,201,60,150,wood,763.2
Wardrobes,2620,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-sannidal-ridabu-s79252108/,No,231,57,220,wood,1938.8
