category,price,link,other_colors,height,depth,width,materials,cost
Wardrobes,428,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s79203815/,No,181,42,60,plastic,316.72
Wardrobes,1870,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-black-brown-stained-ash-effect-s29286078/,Yes,201,60,250,wood,1458.6
Wardrobes,865,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s29128442/,Yes,201,58,200,wood,666.05
Wardrobes,5380,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s19300107/,No,236,210,275,steel,3981.2
Wardrobes,1675,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hasvik-white-s29180581/,No,236,66,150,wood,1239.5
Wardrobes,800,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-vikedal-s79285991/,No,201,60,75,plastic,624
Wardrobes,758,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-shoe-shelf-white-vaerd-white-s99305851/,No,191,42,80,plastic,545.76
Wardrobes,2265,https://www.ikea.com/sa/en/p/pax-wardrobe-white-mehamn-auli-s39305745/,No,236,44,200,wood,1630.8
Wardrobes,2296,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s79248588/,No,251,57,240,wood,1607.2
Wardrobes,995,https://www.ikea.com/sa/en/p/nordkisa-open-wardrobe-with-sliding-door-bamboo-00439468/,No,186,47,120,wood,796
Wardrobes,645,https://www.ikea.com/sa/en/p/busunge-wardrobe-white-20305707/,No,139,52,80,wood,464.4
Wardrobes,875,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-white-s39127710/,Yes,236,60,100,wood,647.5
Wardrobes,895,https://www.ikea.com/sa/en/p/trysil-wardrobe-white-mirror-glass-10308787/,No,202,61,79,plastic,707.05
Wardrobes,2495,https://www.ikea.com/sa/en/p/pax-wardrobe-white-flisberget-light-beige-s39304128/,No,236,60,200,wood,1921.15
Wardrobes,1095,https://www.ikea.com/sa/en/p/sundvik-wardrobe-white-10269696/,No,171,50,80,wood,777.45
Wardrobes,1645,https://www.ikea.com/sa/en/p/visthus-wardrobe-grey-white-50347616/,No,216,59,122,wood,1283.1
Wardrobes,1870,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s19303380/,No,236,44,150,wood,1439.9
Wardrobes,1800,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-white-s19127297/,Yes,236,60,150,wood,1404
Wardrobes,595,https://www.ikea.com/sa/en/p/syvde-cabinet-with-glass-doors-white-30439565/,No,123,48,100,wood,428.4
Wardrobes,1545,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19275075/,Yes,192,50,120,wood,1220.55
Wardrobes,297.5,https://www.ikea.com/sa/en/p/hemnes-open-wardrobe-white-stained-80379620/,No,130,37,99,plastic,214.2
Wardrobes,1550,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-vikedal-s09303719/,No,236,38,150,wood,1162.5
Wardrobes,2205.5,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-sannidal-s29248369/,No,241,42,340,steel,1565.905
Wardrobes,675,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s19252856/,Yes,192,50,60,wood,499.5
Wardrobes,2140,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-stained-ash-effect-black-brown-mehamn-black-brown-stained-ash-effect-s09305761/,No,236,66,200,steel,1647.8
Wardrobes,530,https://www.ikea.com/sa/en/p/pax-wardrobe-white-vikedal-mirror-glass-s69127493/,Yes,201,60,50,wood,408.1
Wardrobes,1772.5,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-9-doors-white-fonnes-ridabu-s39298472/,No,221,42,260,wood,1347.1
Wardrobes,5260,https://www.ikea.com/sa/en/p/pax-wardrobe-white-tyssedal-tyssedal-glass-s29221652/,No,236,60,300,steel,4208
Wardrobes,1510,https://www.ikea.com/sa/en/p/pax-forsand-vikedal-wardrobe-combination-brown-stained-ash-effect-mirror-glass-s89329348/,No,236,60,150,wood,1102.3
Wardrobes,1545,https://www.ikea.com/sa/en/p/hemnes-wardrobe-with-2-sliding-doors-white-stain-50251270/,No,197,59,120,wood,1220.55
Wardrobes,895,https://www.ikea.com/sa/en/p/nordkisa-open-wardrobe-with-sliding-door-bamboo-30439476/,No,123,47,120,plastic,626.5
Wardrobes,1588,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s19203781/,No,241,57,160,wood,1254.52
Wardrobes,830,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s29252912/,Yes,192,50,60,wood,664
Wardrobes,3460,https://www.ikea.com/sa/en/p/pax-wardrobe-white-mehamn-s39305788/,No,236,66,250,wood,2629.6
Wardrobes,1835,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-combination-white-frosted-glass-s59328897/,No,236,38,200,wood,1357.9
Wardrobes,2730,https://www.ikea.com/sa/en/p/pax-wardrobe-white-nykirke-frosted-glass-check-pattern-s89305719/,Yes,236,66,200,wood,2156.7
Wardrobes,2450,https://www.ikea.com/sa/en/p/pax-wardrobe-white-faervik-white-glass-s29167037/,No,236,44,200,wood,1886.5
Wardrobes,645,https://www.ikea.com/sa/en/p/busunge-wardrobe-light-pink-80229008/,No,139,52,80,plastic,457.95
Wardrobes,1560,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s39248590/,No,251,57,140,wood,1107.6
Wardrobes,2865,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-fardal-vikedal-s79303886/,No,236,87,160,wood,2234.7
Wardrobes,1055,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-vikedal-s99246588/,No,236,38,100,wood,833.45
Wardrobes,1516,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s29203889/,No,261,57,140,wood,1167.32
Wardrobes,1030,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-vikedal-mirror-glass-s29127777/,Yes,201,60,100,wood,762.2
Wardrobes,665,https://www.ikea.com/sa/en/p/pax-wardrobe-white-tyssedal-glass-s09171035/,No,236,38,49,plastic,518.7
Wardrobes,1960,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-vikedal-s99127608/,Yes,201,60,150,wood,1528.8
Wardrobes,624,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-fonnes-white-s89325374/,No,40,42,240,wood,492.96
Wardrobes,4870,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-high-gloss-white-s39127395/,Yes,201,60,300,steel,3506.4
Wardrobes,1645,https://www.ikea.com/sa/en/p/tyssedal-wardrobe-white-mirror-glass-00298128/,No,208,58,88,wood,1233.75
Wardrobes,1815,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-brown-stained-ash-effect-s79287612/,No,236,60,200,wood,1343.1
Wardrobes,2415,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-undredal-black-s99096013/,No,236,60,200,steel,1883.7
Wardrobes,434,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s29158212/,No,216,55,84,plastic,321.16
Wardrobes,6065,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-white-glass-s49324946/,No,236,60,250,steel,4427.45
Wardrobes,1890,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-black-brown-stained-ash-effect-mehamn-black-brown-stained-ash-effect-s89305795/,No,236,66,150,wood,1436.4
Wardrobes,445,https://www.ikea.com/sa/en/p/syvde-open-wardrobe-white-70439573/,No,123,48,80,wood,320.4
Wardrobes,2450,https://www.ikea.com/sa/en/p/pax-wardrobe-white-faervik-white-glass-s19305807/,No,236,44,200,wood,1788.5
Wardrobes,3540,https://www.ikea.com/sa/en/p/pax-wardrobe-white-mehamn-auli-s49305740/,No,236,66,250,wood,2548.8
Wardrobes,1260,https://www.ikea.com/sa/en/p/pax-wardrobe-white-grimo-vikedal-s29300121/,No,236,38,100,wood,945
Wardrobes,1525,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s19227640/,Yes,201,58,150,wood,1174.25
Wardrobes,1388,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-sannidal-s89252117/,No,123,57,240,wood,1068.76
Wardrobes,1095,https://www.ikea.com/sa/en/p/sundvik-wardrobe-grey-brown-90269697/,No,171,50,80,wood,788.4
Wardrobes,597,https://www.ikea.com/sa/en/p/bryggja-storage-unit-dark-grey-90421911/,No,173,43,120,plastic,429.84
Wardrobes,2320,https://www.ikea.com/sa/en/p/pax-wardrobe-white-faervik-white-glass-s19305812/,No,236,66,150,wood,1809.6
Wardrobes,2190,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s79306328/,No,201,66,150,wood,1533
Wardrobes,590,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-white-s39246911/,No,236,38,50,plastic,418.9
Wardrobes,1940,https://www.ikea.com/sa/en/p/pax-wardrobe-white-sekken-frosted-glass-s79305852/,No,236,44,150,wood,1377.4
Wardrobes,6585,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-hamnas-black-blue-s89288135/,No,236,60,250,steel,4872.9
Wardrobes,895,https://www.ikea.com/sa/en/p/visthus-wardrobe-grey-white-00347614/,No,216,59,62,plastic,698.1
Wardrobes,3493,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s59248626/,No,281,61,240,wood,2654.68
Wardrobes,3410,https://www.ikea.com/sa/en/p/pax-wardrobe-white-repvag-white-stained-oak-veneer-s59303533/,No,236,60,150,wood,2489.3
Wardrobes,3695,https://www.ikea.com/sa/en/p/pax-wardrobe-white-flornes-dark-grey-s89300156/,No,236,60,200,wood,2734.3
Wardrobes,3222,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-uggdal-grey-glass-s49306315/,No,236,66,150,wood,2448.72
Wardrobes,435,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-s49325371/,No,40,40,240,steel,326.25
Wardrobes,1760,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-forsand-brown-stained-ash-effect-s49287618/,No,236,60,150,wood,1232
Wardrobes,965,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-vikedal-s39285988/,No,236,60,75,wood,772
Wardrobes,1260.5,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-6-doors-fonnes-white-s19304582/,No,241,42,140,wood,970.585
Wardrobes,716,https://www.ikea.com/sa/en/p/sundlandet-open-wardrobe-white-00421915/,No,187,44,79,wood,558.48
Wardrobes,2580,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-undredal-black-s59094412/,No,236,60,150,wood,1857.6
Wardrobes,5240,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-undredal-undredal-glass-s59221660/,No,236,60,300,wood,3825.2
Wardrobes,3775,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-high-gloss-light-beige-s79306173/,No,236,66,200,steel,2944.5
Wardrobes,3215,https://www.ikea.com/sa/en/p/pax-wardrobe-white-forsand-vikedal-s99246475/,Yes,236,60,200,wood,2411.25
Wardrobes,3035,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hasvik-white-s09303309/,No,236,66,150,wood,2124.5
Wardrobes,1499,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s89227873/,Yes,201,58,150,wood,1199.2
Wardrobes,444,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s69157475/,No,216,40,84,steel,337.44
Wardrobes,1725,https://www.ikea.com/sa/en/p/pax-mehamn-wardrobe-combination-white-white-stained-oak-effect-s29330571/,No,236,44,150,wood,1224.75
Wardrobes,1796,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s99248587/,No,231,57,240,wood,1329.04
Wardrobes,995,https://www.ikea.com/sa/en/p/pax-wardrobe-white-s49300144/,No,236,35,100,wood,756.2
Wardrobes,5965,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-brown-stained-ash-effect-s19331439/,No,236,58,375,wood,4533.4
Wardrobes,2250,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-combination-white-frosted-glass-s99329140/,Yes,236,60,100,wood,1800
Wardrobes,5345,https://www.ikea.com/sa/en/p/pax-wardrobe-white-soerumsand-white-s39276917/,No,236,60,250,wood,4276
Wardrobes,1600,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-black-brown-stained-ash-effect-s29286894/,Yes,201,60,100,wood,1200
Wardrobes,1490,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-s39227804/,Yes,201,58,150,wood,1087.7
Wardrobes,3113,https://www.ikea.com/sa/en/p/platsa-storage-comb-w-6-doors-3-drawers-white-fonnes-white-s59324385/,No,241,42,420,wood,2428.14
Wardrobes,1690,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-black-brown-stained-ash-effect-s59286072/,Yes,236,60,150,wood,1335.1
Wardrobes,3960,https://www.ikea.com/sa/en/p/pax-wardrobe-white-mehamn-sekken-s49305641/,No,236,66,200,wood,2851.2
Wardrobes,2960,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-stained-ash-effect-repvag-black-brown-stained-oak-veneer-s59300092/,No,236,60,200,wood,2190.4
Wardrobes,795,https://www.ikea.com/sa/en/p/bryggja-open-wardrobe-dark-grey-90421906/,No,173,57,120,wood,580.35
Wardrobes,728,https://www.ikea.com/sa/en/p/platsa-wall-storage-white-fonnes-white-s29320652/,No,40,42,240,wood,560.56
Wardrobes,3190,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-mirror-glass-s29320732/,Yes,236,60,150,wood,2488.2
Wardrobes,2800,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-9-doors-white-sannidal-white-s19302998/,No,271,57,300,wood,2156
Wardrobes,3227,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-grey-glass-s39305868/,No,236,66,150,wood,2420.25
Wardrobes,2170,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-hasvik-high-gloss-white-s99180573/,No,236,66,150,wood,1736
Wardrobes,1545,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hamnas-black-blue-s09303941/,No,236,38,100,wood,1127.85
Wardrobes,6805,https://www.ikea.com/sa/en/p/pax-tyssedal-wardrobe-combination-white-white-s09325047/,Yes,236,60,300,wood,5035.7
Wardrobes,785,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-2-doors-3-drawers-white-fonnes-white-s59326469/,No,221,42,80,wood,588.75
Wardrobes,1940,https://www.ikea.com/sa/en/p/pax-wardrobe-white-sekken-frosted-glass-s09296950/,No,236,44,150,wood,1396.8
Wardrobes,2255,https://www.ikea.com/sa/en/p/pax-auli-wardrobe-combination-brown-stained-ash-effect-mirror-glass-s69330159/,No,236,66,150,wood,1691.25
Wardrobes,678,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s59157353/,No,216,55,84,steel,528.84
Wardrobes,2940,https://www.ikea.com/sa/en/p/pax-vikedal-wardrobe-combination-brown-stained-ash-effect-mirror-glass-s89329536/,No,236,60,150,wood,2146.2
Wardrobes,3110,https://www.ikea.com/sa/en/p/pax-wardrobe-white-tyssedal-white-s99264964/,Yes,236,60,150,wood,2332.5
Wardrobes,2125,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s09025765/,No,236,44,150,wood,1487.5
Wardrobes,1518,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-bamboo-s09157529/,No,216,55,165,steel,1153.68
Wardrobes,2950,https://www.ikea.com/sa/en/p/pax-wardrobe-white-vinterbro-white-s69030368/,No,236,60,150,wood,2301
Wardrobes,2380,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-black-brown-stained-ash-effect-s69286910/,Yes,201,60,150,wood,1856.4
Wardrobes,3885,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fjellhamar-dark-bamboo-s89243929/,No,236,66,200,wood,3030.3
Wardrobes,3905,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-uggdal-grey-glass-s09247257/,No,236,66,200,wood,3045.9
Wardrobes,3500,https://www.ikea.com/sa/en/p/pax-wardrobe-white-tyssedal-glass-s09300103/,No,236,60,200,wood,2555
Wardrobes,4200,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-high-gloss-light-beige-s79305913/,No,236,66,200,wood,3234
Wardrobes,774,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s79158144/,No,216,55,124,steel,595.98
Wardrobes,3162,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-grey-glass-s39305707/,No,236,66,150,wood,2497.98
Wardrobes,2125,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s79306333/,No,236,44,150,wood,1487.5
Wardrobes,1324,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-10-doors-fonnes-white-s29304586/,No,221,42,380,wood,1019.48
Wardrobes,3775,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-hokksund-high-gloss-light-beige-s39221128/,No,236,66,200,wood,2831.25
Wardrobes,3227,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-grey-glass-s39264858/,No,236,66,150,wood,2517.06
Wardrobes,3394,https://www.ikea.com/sa/en/p/pax-wardrobe-white-nykirke-frosted-glass-check-pattern-s59305725/,Yes,236,66,150,wood,2613.38
Wardrobes,1940,https://www.ikea.com/sa/en/p/pax-auli-wardrobe-combination-white-mirror-glass-s59330112/,No,236,44,150,wood,1532.6
Wardrobes,2410,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hasvik-white-s69219044/,No,236,66,150,wood,1759.3
Wardrobes,1225,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-with-storage-bench-white-light-pink-s79266110/,Yes,192,50,150,wood,931
Wardrobes,1765,https://www.ikea.com/sa/en/p/pax-grimo-wardrobe-combination-white-white-s29324711/,Yes,201,60,100,wood,1323.75
Wardrobes,1629,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-s49188005/,No,216,55,205,steel,1156.59
Wardrobes,1301,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-bamboo-s69157499/,No,126,55,124,steel,910.7
Wardrobes,2975,https://www.ikea.com/sa/en/p/pax-mehamn-wardrobe-combination-white-white-stained-oak-effect-s89385612/,No,236,44,200,wood,2261
Wardrobes,1796,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-2-doors-3-drawers-fonnes-white-s99304578/,No,241,57,300,wood,1400.88
Wardrobes,1181,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s49212067/,No,216,55,164,steel,944.8
Wardrobes,4200,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-high-gloss-light-beige-s09265053/,No,236,66,200,wood,3276
Wardrobes,2545,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s09324689/,Yes,201,58,150,wood,1883.3
Wardrobes,3935,https://www.ikea.com/sa/en/p/pax-grimo-vikedal-wardrobe-combination-white-mirror-glass-s39325022/,Yes,236,60,200,wood,3108.65
Wardrobes,3162,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-grey-glass-s69303429/,No,236,66,150,wood,2529.6
Wardrobes,4215,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hamnas-black-blue-s79276425/,No,236,60,200,wood,3372
Wardrobes,1970,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-bamboo-s89315153/,No,216,55,245,steel,1398.7
Wardrobes,2610,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s19127382/,Yes,236,66,150,wood,1853.1
Wardrobes,2690,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fardal-high-gloss-white-s19303498/,Yes,236,60,150,wood,2152
Wardrobes,3120,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-light-grey-s19305671/,No,236,66,150,wood,2277.6
Wardrobes,3760,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-high-gloss-light-beige-s19305906/,No,236,66,150,wood,2857.6
Wardrobes,3885,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fjellhamar-dark-bamboo-s19306307/,No,236,66,200,wood,2952.6
Wardrobes,3905,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-uggdal-grey-glass-s39305873/,No,236,66,200,wood,3124
Wardrobes,2990,https://www.ikea.com/sa/en/p/pax-hasvik-wardrobe-combination-white-high-gloss-white-s49330749/,No,236,44,200,wood,2332.2
Wardrobes,2255,https://www.ikea.com/sa/en/p/pax-sekken-wardrobe-combination-white-frosted-glass-s79330192/,No,236,66,150,wood,1668.7
Wardrobes,519,https://www.ikea.com/sa/en/p/elvarli-1-section-white-s59158121/,No,216,55,44,steel,399.63
Wardrobes,2525,https://www.ikea.com/sa/en/p/pax-vingrom-wardrobe-combination-white-resjoen-white-s29320911/,No,236,60,100,wood,1818
Wardrobes,1495,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-bamboo-s39187822/,No,126,55,124,steel,1181.05
Wardrobes,1128,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s89157525/,No,126,55,164,steel,868.56
Wardrobes,1581,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s89158214/,No,216,55,164,steel,1248.99
Wardrobes,2610,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s19306326/,No,236,66,150,wood,1957.5
Wardrobes,3875,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-faervik-s49127917/,No,236,66,200,wood,2983.75
Wardrobes,2074,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-s99157577/,No,216,55,165,steel,1596.98
Wardrobes,3675,https://www.ikea.com/sa/en/p/pax-wardrobe-white-flornes-dark-grey-s99276491/,No,236,60,150,wood,2866.5
Wardrobes,3155,https://www.ikea.com/sa/en/p/pax-faervik-auli-wardrobe-combination-white-white-glass-mirror-glass-s99330515/,No,236,44,200,wood,2366.25
Wardrobes,2246,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-7-doors-6-drawers-white-fonnes-white-s69325214/,No,201,42,300,wood,1594.66
Wardrobes,3115,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fjellhamar-light-bamboo-s89243335/,No,236,66,150,wood,2492
Wardrobes,1980,https://www.ikea.com/sa/en/p/pax-mehamn-sekken-wardrobe-combination-black-brown-frosted-glass-s39330735/,No,236,66,150,wood,1564.2
Wardrobes,3875,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-faervik-s09305836/,No,236,66,200,wood,3100
Wardrobes,3115,https://www.ikea.com/sa/en/p/pax-wardrobe-white-fjellhamar-light-bamboo-s29306302/,No,236,66,150,wood,2398.55
Wardrobes,2710,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s59324248/,Yes,236,58,150,wood,1978.3
Wardrobes,4390,https://www.ikea.com/sa/en/p/pax-vinterbro-wardrobe-combination-white-s89329560/,No,236,38,200,wood,3468.1
Wardrobes,3055,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-faervik-white-glass-s29306217/,No,236,66,150,wood,2352.35
Wardrobes,1538,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-s59157555/,No,216,55,165,steel,1199.64
Wardrobes,3760,https://www.ikea.com/sa/en/p/pax-wardrobe-white-hokksund-high-gloss-light-beige-s59264843/,No,236,66,150,wood,2895.2
Wardrobes,3055,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-faervik-white-glass-s89025790/,No,236,66,150,wood,2413.45
Wardrobes,1606,https://www.ikea.com/sa/en/p/platsa-wardrobe-with-6-drawers-white-fonnes-white-s29324320/,No,241,42,140,wood,1268.74
Wardrobes,1757,https://www.ikea.com/sa/en/p/elvarli-3-sections-white-s19315156/,No,216,55,205,steel,1352.89
Wardrobes,2505,https://www.ikea.com/sa/en/p/pax-wardrobe-combination-white-s19385677/,Yes,236,58,150,wood,1853.7
Wardrobes,1260,https://www.ikea.com/sa/en/p/pax-forsand-vikedal-wardrobe-combination-white-mirror-glass-s39329299/,Yes,201,60,75,wood,945
Wardrobes,1245,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-s49157565/,No,216,55,164,steel,921.3
Wardrobes,2100,https://www.ikea.com/sa/en/p/pax-forsand-wardrobe-combination-black-brown-black-brown-stained-ash-effect-s59324936/,Yes,236,60,100,wood,1554
Wardrobes,3985,https://www.ikea.com/sa/en/p/pax-hokksund-wardrobe-combination-black-brown-high-gloss-light-beige-s69330475/,No,236,66,150,wood,2829.35
Wardrobes,2045,https://www.ikea.com/sa/en/p/pax-mehamn-auli-wardrobe-combination-black-brown-mirror-glass-s89330653/,No,236,66,200,wood,1431.5
